Protein IDs,Majority protein IDs,Protein names,Gene names,Fasta headers,Number of proteins,Peptides,Razor + unique peptides,Unique peptides,Sequence coverage [%],Unique + razor sequence coverage [%],Unique sequence coverage [%],Q-value,Score,WT_Rep1,WT_Rep2,WT_Rep3,WT_Rep4,WT_Rep5,Mut_Rep1,Mut_Rep2,Mut_Rep3,Mut_Rep4,Mut_Rep5
Q3UTR7;P11859;Q499E4-2;Q499E4,Q3UTR7;P11859,Angiotensinogen;Angiotensin-1;Angiotensin-2;Angiotensin-3;Angiotensin-4;Angiotensin 1-9;Angiotensin 1-7;Angiotensin 1-5;Angiotensin 1-4,Agt,>tr|Q3UTR7|Q3UTR7_MOUSE Angiotensinogen OS=Mus musculus GN=Agt PE=1 SV=1;>sp|P11859|ANGT_MOUSE Angiotensinogen OS=Mus musculus GN=Agt PE=1 SV=1,4,5,5,5,10,10,10,0,25.648,1395194.74,1392497.453,1412362.584,1420518.256,1440773.705,3539468.287,3594730.204,3815100,3777403.111,3807997.905
Q61176,Q61176,Arginase-1,Arg1,>sp|Q61176|ARGI1_MOUSE Arginase-1 OS=Mus musculus GN=Arg1 PE=1 SV=1,1,7,7,7,23.8,23.8,23.8,0,39.94,4701974.764,4703389.043,4828319.349,4548206.987,4627052.966,3803709.583,3761206.242,3721900,3790667.667,3869794.966
P13020-2;P13020;A0A0J9YUQ8;CON__Q3SX14;A6PWS5;A0A0J9YV37;A0A0J9YUJ8,P13020-2;P13020;A0A0J9YUQ8,Gelsolin,Gsn,>sp|P13020-2|GELS_MOUSE Isoform 2 of Gelsolin OS=Mus musculus GN=Gsn;>sp|P13020|GELS_MOUSE Gelsolin OS=Mus musculus GN=Gsn PE=1 SV=3;>tr|A0A0J9YUQ8|A0A0J9YUQ8_MOUSE Gelsolin (Fragment) OS=Mus musculus GN=Gsn PE=1 SV=1,7,11,11,11,14.1,14.1,14.1,0,68.483,6455670.627,6265546.816,6309268.996,6288533.612,6240457.706,3952308.748,3992147.047,3739200,3633632.444,3921653.328
Q790Y8;Q00612;A3KG36;G3UWD6;P97324;REV__P46662,Q790Y8;Q00612;A3KG36,Glucose-6-phosphate 1-dehydrogenase;Glucose-6-phosphate 1-dehydrogenase X,G6pdx,>tr|Q790Y8|Q790Y8_MOUSE Glucose-6-phosphate 1-dehydrogenase OS=Mus musculus GN=G6pdx PE=1 SV=1;>sp|Q00612|G6PD1_MOUSE Glucose-6-phosphate 1-dehydrogenase X OS=Mus musculus GN=G6pdx PE=1 SV=3;>tr|A3KG36|A3KG36_MOUSE Glucose-6-phosphate 1-dehydrogenase (Frag,6,11,11,11,21.4,21.4,21.4,0,50.231,3434883.753,3357802.858,3379101.25,3360524.07,3396734.303,4929709.026,3748591.411,4177200,3967920.639,3953929.5
A0A0B4J1J6,A0A0B4J1J6,,,>tr|A0A0B4J1J6|A0A0B4J1J6_MOUSE Protein Ighv10-1 (Fragment) OS=Mus musculus GN=Ighv10-1 PE=4 SV=1,1,4,4,2,27.7,27.7,12.6,0,14.556,2898110.201,2846998.269,2896337.223,2866522.207,2872547.688,3579055.729,3788124.503,4045700,4010067.694,3986796.09
A0A075B5R7,A0A075B5R7,,Ighv14-2,>tr|A0A075B5R7|A0A075B5R7_MOUSE Protein Ighv14-2 (Fragment) OS=Mus musculus GN=Ighv14-2 PE=4 SV=1,1,3,3,1,34.2,34.2,17.9,0,34.574,1615747.71,1523106.973,1611826.852,1607578.315,1661235.431,3575838.03,3565229.378,3876300,3902346.667,3992405.059
Q5SS40;P62259;D6REF3;F6WA09,Q5SS40;P62259;D6REF3;F6WA09,14-3-3 protein epsilon,Ywhae,>tr|Q5SS40|Q5SS40_MOUSE 14-3-3 protein epsilon OS=Mus musculus GN=Ywhae PE=1 SV=1;>sp|P62259|1433E_MOUSE 14-3-3 protein epsilon OS=Mus musculus GN=Ywhae PE=1 SV=1;>tr|D6REF3|D6REF3_MOUSE 14-3-3 protein epsilon OS=Mus musculus GN=Ywhae PE=1 SV=1;>tr|F6WA09|,4,8,5,5,31,21.2,21.2,0,45.659,7389628.841,7362427.825,7156266.752,7115581.56,6929156.725,4120116.597,4168158.705,4042100,4037666.528,4066600.894
Q3U7Z6;Q9DBJ1,Q3U7Z6;Q9DBJ1,Phosphoglycerate mutase 1,Pgam1,>tr|Q3U7Z6|Q3U7Z6_MOUSE MCG113582 OS=Mus musculus GN=Pgam1 PE=1 SV=1;>sp|Q9DBJ1|PGAM1_MOUSE Phosphoglycerate mutase 1 OS=Mus musculus GN=Pgam1 PE=1 SV=3,2,7,7,4,37.4,37.4,25.2,0,44.776,3997909.103,3813898.596,3996384.819,3900115.637,3999401.013,3998331.586,3949038.096,4117600,4231393.222,4143945.624
Q5SYD0-2;Q5SYD0,Q5SYD0-2;Q5SYD0,Unconventional myosin-Id,Myo1d,>sp|Q5SYD0-2|MYO1D_MOUSE Isoform 2 of Unconventional myosin-Id OS=Mus musculus GN=Myo1d;>sp|Q5SYD0|MYO1D_MOUSE Unconventional myosin-Id OS=Mus musculus GN=Myo1d PE=1 SV=1,2,1,1,1,1.2,1.2,1.2,0.043478,1.1469,224257.2503,232223.3491,223762.9785,263597.5632,296040.5115,3396621.977,3588174.465,3828100,3349835.139,4165987.888
Q4KML7;P26040;P26041;Q8CJ40-2;Q8CJ40-3;Q8CJ40,Q4KML7;P26040,Ezrin,Ezr,>tr|Q4KML7|Q4KML7_MOUSE Ezrin OS=Mus musculus GN=Ezr PE=1 SV=1;>sp|P26040|EZRI_MOUSE Ezrin OS=Mus musculus GN=Ezr PE=1 SV=3,6,12,12,7,16.4,16.4,9.2,0,17.747,4222185.285,4245595.444,4206776.098,4211387.535,4171402.697,4153366.148,4156139.85,4345000,4223691.222,4166184.694
P08249;A0A0G2JF23;A0A0G2JGY4,P08249,"Malate dehydrogenase, mitochondrial",Mdh2,">sp|P08249|MDHM_MOUSE Malate dehydrogenase, mitochondrial OS=Mus musculus GN=Mdh2 PE=1 SV=3",3,12,12,12,38.2,38.2,38.2,0,27.054,4889712.986,5086225.229,4831961.686,4824033.973,4952931.018,4090474.769,4126440.366,4242700,4057670.333,4169924.007
A0A075B5N7;A0A0G2JGY3;P01633,A0A075B5N7;A0A0G2JGY3;P01633,Ig kappa chain V19-17,Igkv6-13;Igk-V19-17,>tr|A0A075B5N7|A0A075B5N7_MOUSE Protein Igkv6-13 OS=Mus musculus GN=Igkv6-13 PE=1 SV=6;>tr|A0A0G2JGY3|A0A0G2JGY3_MOUSE Protein Igkv6-13 (Fragment) OS=Mus musculus GN=Igkv6-13 PE=1 SV=3;>sp|P01633|KV5A1_MOUSE Ig kappa chain V19-17 OS=Mus musculus GN=Igk-V19,3,4,2,2,34.4,18.8,18.8,0,8.095,1985418.468,2231618.027,1969022.844,2073496.426,2015056.676,3776115.382,3900565.36,4122000,4057028.5,4280922.55
Q99J77,Q99J77,,Nans,>tr|Q99J77|Q99J77_MOUSE N-acetylneuraminic acid synthase (Sialic acid synthase) OS=Mus musculus GN=Nans PE=1 SV=1,1,8,8,8,23.4,23.4,23.4,0,32.779,9056870.463,8943953.788,8561344.662,8623691.43,8353378.493,4522133.89,4506971.215,4266000,4189032.222,4303555.232
P17563;Q63836;A0A0R4J135;G3UYY2;D6RHN2;G3UWK0;G3UZT2,P17563;Q63836;A0A0R4J135;G3UYY2,Selenium-binding protein 1;Selenium-binding protein 2,Selenbp1;Selenbp2,>sp|P17563|SBP1_MOUSE Selenium-binding protein 1 OS=Mus musculus GN=Selenbp1 PE=1 SV=2;>sp|Q63836|SBP2_MOUSE Selenium-binding protein 2 OS=Mus musculus GN=Selenbp2 PE=1 SV=2;>tr|A0A0R4J135|A0A0R4J135_MOUSE Selenium-binding protein 2 OS=Mus musculus GN=Sele,7,10,10,10,28.4,28.4,28.4,0,61.6,6510572.224,6397791.313,6495089.933,6382558.509,6277841.167,4286559.362,4476377.766,4302800,4339542.139,4345179.686
A0A075B5T2;J3QK03;A0A0A6YWS9;P01798;A0A0A6YWU3,A0A075B5T2;J3QK03;A0A0A6YWS9;P01798,Ig heavy chain V-III region E109,Ighv6-3;Ighv6-5,>tr|A0A075B5T2|A0A075B5T2_MOUSE Protein Ighv6-3 (Fragment) OS=Mus musculus GN=Ighv6-3 PE=4 SV=6;>tr|J3QK03|J3QK03_MOUSE Protein Ighv6-5 OS=Mus musculus GN=Ighv6-5 PE=4 SV=1;>tr|A0A0A6YWS9|A0A0A6YWS9_MOUSE Protein Ighv6-5 (Fragment) OS=Mus musculus GN=Ighv6,5,4,4,2,39.5,39.5,18.5,0,44.563,2719206.719,2677903.903,2753174.848,2784683.431,2826667.985,4188565.818,4180972.195,4448200,4458281.306,4350985.461
Q99LX0;A2A815;A2A813;A2A817;A2A816,Q99LX0;A2A815;A2A813;A2A817;A2A816,Protein DJ-1,Park7,>sp|Q99LX0|PARK7_MOUSE Protein deglycase DJ-1 OS=Mus musculus GN=Park7 PE=1 SV=1;>tr|A2A815|A2A815_MOUSE Protein deglycase DJ-1 (Fragment) OS=Mus musculus GN=Park7 PE=1 SV=7;>tr|A2A813|A2A813_MOUSE Protein deglycase DJ-1 OS=Mus musculus GN=Park7 PE=1 SV=1;,5,6,6,6,31.2,31.2,31.2,0,17.344,4898926.358,4838966.378,4649289.211,4863808.979,4583753.604,4270080.846,4402377.379,4375400,4367782.806,4367221.95
B2MWM9;P14211,B2MWM9;P14211,Calreticulin,Calr,>tr|B2MWM9|B2MWM9_MOUSE Calreticulin OS=Mus musculus GN=Calr PE=1 SV=1;>sp|P14211|CALR_MOUSE Calreticulin OS=Mus musculus GN=Calr PE=1 SV=1,2,9,9,9,16.8,16.8,16.8,0,17.446,9090947.317,9153985.467,8886068.291,8757924.343,8591902.598,4488201.798,4575707.145,4264200,4236848.806,4479106.12
Q5SXR6;Q68FD5;F6Z1R4,Q5SXR6;Q68FD5,Clathrin heavy chain;Clathrin heavy chain 1,Cltc,>tr|Q5SXR6|Q5SXR6_MOUSE Clathrin heavy chain OS=Mus musculus GN=Cltc PE=1 SV=1;>sp|Q68FD5|CLH1_MOUSE Clathrin heavy chain 1 OS=Mus musculus GN=Cltc PE=1 SV=3,3,13,13,13,8.1,8.1,8.1,0,34.498,4880057.878,4828464.794,4889189.596,4857932.423,4706665.893,4486641.701,4691425.871,4707100,4751706.111,4709664.265
A0A075B5N3;A0A0G2JE47;A0A0G2JDU0;A0A075B5N5,A0A075B5N3;A0A0G2JE47,,Igkv8-28,>tr|A0A075B5N3|A0A075B5N3_MOUSE Protein Igkv8-28 OS=Mus musculus GN=Igkv8-28 PE=1 SV=6;>tr|A0A0G2JE47|A0A0G2JE47_MOUSE Protein Igkv8-28 (Fragment) OS=Mus musculus GN=Igkv8-28 PE=1 SV=3,4,7,4,3,65.7,52.9,41.2,0,38.907,2142045.785,2116855.209,2116074.495,2090754.943,2071950.025,4696377.136,4534485.453,4738400,4965971.472,4718323.726
Q8R0Y6;A0A0N4SW56;D3Z6B9;Q8K009;A0A0N4SVT2,Q8R0Y6,Cytosolic 10-formyltetrahydrofolate dehydrogenase,Aldh1l1,>sp|Q8R0Y6|AL1L1_MOUSE Cytosolic 10-formyltetrahydrofolate dehydrogenase OS=Mus musculus GN=Aldh1l1 PE=1 SV=1,5,20,20,20,21.3,21.3,21.3,0,67.092,8938232.528,9236991.999,8753956.396,8736273.874,8550994.77,4995623.092,4984050.219,4740300,4620879.083,4723539.083
A0A075B697;P01820;A0A075B5Q7;A0A0A6YWY9;A0A075B6A7;P01819;A0A075B696;A0A075B5Q5;REV__A2AB97;REV__F6YAT5;REV__F6RPM4;REV__A2AAE1-4;REV__A2AAE1-6;REV__A2AAE1;REV__A2AAE1-2;REV__A2AAE1-3,A0A075B697;P01820;A0A075B5Q7;A0A0A6YWY9;A0A075B6A7;P01819,Ig heavy chain V region PJ14;Ig heavy chain V region MOPC 141,Ighv2-9-1;Ighv2-6-8;Ighv2-6,>tr|A0A075B697|A0A075B697_MOUSE Protein Ighv2-9-1 (Fragment) OS=Mus musculus GN=Ighv2-9-1 PE=4 SV=1;>sp|P01820|HVM44_MOUSE Ig heavy chain V region PJ14 OS=Mus musculus PE=1 SV=1;>tr|A0A075B5Q7|A0A075B5Q7_MOUSE Protein Ighv2-6-8 OS=Mus musculus GN=Ighv2-6-8,16,3,3,3,20.7,20.7,20.7,0,15.958,3052970.569,2998799.608,3023695.559,2983063.593,3038570.534,4503802.76,4533492.159,4864200,4872798.667,4818989.958
Q80Y52;P07901;B7ZC50;B7ZC49;A2A6A2,Q80Y52;P07901,Heat shock protein HSP 90-alpha,Hsp90aa1,">tr|Q80Y52|Q80Y52_MOUSE Heat shock protein 90, alpha (Cytosolic), class A member 1 OS=Mus musculus GN=Hsp90aa1 PE=1 SV=2;>sp|P07901|HS90A_MOUSE Heat shock protein HSP 90-alpha OS=Mus musculus GN=Hsp90aa1 PE=1 SV=4",5,22,10,10,28.1,13.5,13.5,0,31.994,4809695.485,4735019.562,4726025.232,4761742.479,4704589.034,4949210.229,4731554.939,4947300,5772114.139,4925855.577
Q93092,Q93092,Transaldolase,Taldo1,>sp|Q93092|TALDO_MOUSE Transaldolase OS=Mus musculus GN=Taldo1 PE=1 SV=2,1,11,11,10,27.9,27.9,27.9,0,28.992,6582512.249,6575123.449,6572875.441,6454932.937,6435116.032,5009858.969,5041363.271,4983000,4959660.111,4931956.561
Q61598-2;Q61598;D6RI86;B7FAU8,Q61598-2;Q61598,Rab GDP dissociation inhibitor beta,Gdi2,>sp|Q61598-2|GDIB_MOUSE Isoform 2 of Rab GDP dissociation inhibitor beta OS=Mus musculus GN=Gdi2;>sp|Q61598|GDIB_MOUSE Rab GDP dissociation inhibitor beta OS=Mus musculus GN=Gdi2 PE=1 SV=1,4,11,11,7,29.8,29.8,17.8,0,40.133,5563677.427,5519997.24,5548329.176,5484002.152,5397756.447,4589705.558,4721820.66,4727400,4829902.806,4956557.302
A0A0A6YXA5,A0A0A6YXA5,,,>tr|A0A0A6YXA5|A0A0A6YXA5_MOUSE MCG114298 (Fragment) OS=Mus musculus GN=Ighv1-15 PE=4 SV=1,1,3,1,1,26.5,6,6,0.0095238,1.8912,2556205.768,2641305.568,2607543.091,2644264.67,2499908.841,4560941.284,4651495.46,4896800,5002235.056,4988735.071
P07310;A0A0J9YKD4,P07310;A0A0J9YKD4,Creatine kinase M-type,Ckm,>sp|P07310|KCRM_MOUSE Creatine kinase M-type OS=Mus musculus GN=Ckm PE=1 SV=1;>tr|A0A0J9YKD4|A0A0J9YKD4_MOUSE Creatine kinase M-type OS=Mus musculus GN=Ckm PE=1 SV=1,2,8,8,5,19.7,19.7,14.4,0,16.135,3514711.938,3571356.025,3501582.559,3545047.932,3567036.738,4657082.213,4813104.359,5022700,5149214.889,4995328.07
A0A0B4J1I5;A0A0B4J1I8;P04944;P04941;P04940;A0A075B5L5;A0A0G2JGE7;P04943;P04942;P01679;P01678;P01677;P01676;P01675,A0A0B4J1I5;A0A0B4J1I8;P04944;P04941;P04940;A0A075B5L5;A0A0G2JGE7;P04943;P04942;P01679;P01678;P01677;P01676;P01675,Ig kappa chain V-VI region NQ5-78.2.6;Ig kappa chain V-VI region NQ2-48.2.2;Ig kappa chain V-VI region NQ2-17.4.1;Ig kappa chain V-VI region NQ6-8.3.1;Ig kappa chain V-VI region NQ5-61.1.2;Ig kappa chain V-VI region J539;Ig kappa chain V-VI region SAPC 10;Ig kappa chain V-VI region TEPC 601/TEPC 191;Ig kappa chain V-VI region XRPC 24;Ig kappa chain V-VI region XRPC 44,Igkv4-86,>tr|A0A0B4J1I5|A0A0B4J1I5_MOUSE Protein Igkv4-70 (Fragment) OS=Mus musculus GN=Igkv4-70 PE=4 SV=1;>tr|A0A0B4J1I8|A0A0B4J1I8_MOUSE Protein Igkv4-59 (Fragment) OS=Mus musculus GN=Igkv4-59 PE=4 SV=1;>sp|P04944|KV6AA_MOUSE Ig kappa chain V-VI region NQ5-78.2.6,14,2,2,2,13.8,13.8,13.8,0,4.667,3771676.657,3669580.421,3699256.525,3710581.238,3632803.939,3151589.366,4332548.826,4293400,4187855.528,5005463.575
Q545P0;P14094;A0A0A6YX05,Q545P0;P14094;A0A0A6YX05,Sodium/potassium-transporting ATPase subunit beta-1,Atp1b1,>tr|Q545P0|Q545P0_MOUSE Sodium/potassium-transporting ATPase subunit beta OS=Mus musculus GN=Atp1b1 PE=1 SV=1;>sp|P14094|AT1B1_MOUSE Sodium/potassium-transporting ATPase subunit beta-1 OS=Mus musculus GN=Atp1b1 PE=1 SV=1;>tr|A0A0A6YX05|A0A0A6YX05_MOUSE Sod,3,13,13,13,35.9,35.9,35.9,0,121.85,10187086.11,10036244.28,10013340.81,10017981.69,9583760.092,5218716.85,5388817.436,5105500,5058395.472,5063029.309
Q9JI91;D3YY95,Q9JI91,Alpha-actinin-2,Actn2,>sp|Q9JI91|ACTN2_MOUSE Alpha-actinin-2 OS=Mus musculus GN=Actn2 PE=1 SV=2,2,19,14,13,20.1,14.7,13.6,0,24.165,2361021.122,2446554.637,2350110.099,2456276.733,2634589.998,4487811.774,4428004.359,4573100,4783369.889,5076116.903
P21956-2;P21956,P21956-2;P21956,Lactadherin,Mfge8,>sp|P21956-2|MFGM_MOUSE Isoform 2 of Lactadherin OS=Mus musculus GN=Mfge8;>sp|P21956|MFGM_MOUSE Lactadherin OS=Mus musculus GN=Mfge8 PE=1 SV=3,2,9,9,9,22.1,22.1,22.1,0,32.63,2867630.348,2788956.581,2921833.584,2858171.312,2932084.311,4796905.836,4928425.767,5184800,5272874.778,5123940.744
P10639,P10639,Thioredoxin,Txn,>sp|P10639|THIO_MOUSE Thioredoxin OS=Mus musculus GN=Txn PE=1 SV=3,1,4,4,4,42.9,42.9,42.9,0,13.716,4153148.103,4046757.071,4119668.676,4078329.933,3982408.531,4824012.508,4954549.394,5132600,5124183.389,5184556.969
A0A0B4J1H7;A0A0B4J1H8,A0A0B4J1H7;A0A0B4J1H8,,,>tr|A0A0B4J1H7|A0A0B4J1H7_MOUSE Protein Igkv1-135 (Fragment) OS=Mus musculus GN=Igkv1-135 PE=4 SV=1;>tr|A0A0B4J1H8|A0A0B4J1H8_MOUSE Protein Igkv1-133 (Fragment) OS=Mus musculus GN=Igkv1-133 PE=4 SV=1,2,4,4,4,33.3,33.3,33.3,0,73.322,2689925.866,2748710.99,2728172.363,2698452.703,2705329.073,4563573.946,5028649.11,5278200,5154670.472,5309725.54
A0A0G2JEK0;Q6LDU8;P01139,A0A0G2JEK0;Q6LDU8;P01139,Beta-nerve growth factor,Ngf,>tr|A0A0G2JEK0|A0A0G2JEK0_MOUSE Beta-nerve growth factor OS=Mus musculus GN=Ngf PE=1 SV=1;>tr|Q6LDU8|Q6LDU8_MOUSE Beta-nerve growth factor OS=Mus musculus GN=Ngf PE=1 SV=1;>sp|P01139|NGF_MOUSE Beta-nerve growth factor OS=Mus musculus GN=Ngf PE=1 SV=2,3,5,5,5,12.2,12.2,12.2,0,24.173,1093362.163,1117947.061,1126593.443,1163619.966,1263548.407,4871107.912,5000638.225,5604600,5326039.972,5314055.27
P15626;D3YX76;F6Y363,P15626;D3YX76,Glutathione S-transferase Mu 2,Gstm2,>sp|P15626|GSTM2_MOUSE Glutathione S-transferase Mu 2 OS=Mus musculus GN=Gstm2 PE=1 SV=2;>tr|D3YX76|D3YX76_MOUSE Glutathione S-transferase Mu 2 OS=Mus musculus GN=Gstm2 PE=1 SV=1,3,11,7,6,46.3,28,23.9,0,33.183,5722197.902,5708774.216,6042020.215,5461918.673,5797583.265,4475038.486,4799496.234,4885500,5014429.889,5379788.45
F8WI35;B9EI85;P84244;P84228;P68433;P02301;E0CZ27;E0CYN1;E0CYR7,F8WI35;B9EI85;P84244;P84228;P68433;P02301;E0CZ27,Histone H3;Histone H3.3;Histone H3.2;Histone H3.1;Histone H3.3C,H3f3a;Hist2h3b;Hist1h3b;Hist1h3a;H3f3c,>tr|F8WI35|F8WI35_MOUSE Histone H3 OS=Mus musculus GN=H3f3a PE=3 SV=1;>tr|B9EI85|B9EI85_MOUSE Histone H3 OS=Mus musculus GN=Hist2h3b PE=1 SV=1;>sp|P84244|H33_MOUSE Histone H3.3 OS=Mus musculus GN=H3f3a PE=1 SV=2;>sp|P84228|H32_MOUSE Histone H3.2 OS=Mus mus,9,7,7,7,31.1,31.1,31.1,0,11.467,10833915.28,10656277.92,10689951.27,10585224,10036892.96,5684990.606,5449507.686,5199000,5512492.556,5461069.299
D3YVU1;Q99LG0,D3YVU1;Q99LG0,Ubiquitin carboxyl-terminal hydrolase 16,Usp16,>tr|D3YVU1|D3YVU1_MOUSE Ubiquitin carboxyl-terminal hydrolase 16 OS=Mus musculus GN=Usp16 PE=1 SV=1;>sp|Q99LG0|UBP16_MOUSE Ubiquitin carboxyl-terminal hydrolase 16 OS=Mus musculus GN=Usp16 PE=1 SV=2,2,1,1,1,1.5,1.5,1.5,0.0060386,2.0075,452748.8652,448725.7642,442068.6246,443902.6761,496866.4798,2503271.883,4459591.101,4606200,3969525.222,5565573.246
Q5NC82;E9PZF0;Q01768;Q5NC80;Q5NC81;P15532;Q5NC79,Q5NC82;E9PZF0;Q01768;Q5NC80;Q5NC81;P15532,Nucleoside diphosphate kinase;Nucleoside diphosphate kinase B;Nucleoside diphosphate kinase A,Nme2;Gm20390;Nme1,>tr|Q5NC82|Q5NC82_MOUSE Nucleoside diphosphate kinase OS=Mus musculus GN=Nme2 PE=1 SV=1;>tr|E9PZF0|E9PZF0_MOUSE Nucleoside diphosphate kinase OS=Mus musculus GN=Gm20390 PE=3 SV=1;>sp|Q01768|NDKB_MOUSE Nucleoside diphosphate kinase B OS=Mus musculus GN=Nme2,7,5,5,5,34.9,34.9,34.9,0,71.457,8078107.497,8069869.856,7681627.605,7841800.177,7709552.214,5738033.878,5458645.989,5486200,5384018.917,5703731.008
Q6GT24;D3Z0Y2;O08709;Q8BG37;A0A0A6YXQ7,Q6GT24;D3Z0Y2;O08709,Peroxiredoxin-6,Prdx6,>tr|Q6GT24|Q6GT24_MOUSE Peroxiredoxin 6 OS=Mus musculus GN=Prdx6 PE=1 SV=1;>tr|D3Z0Y2|D3Z0Y2_MOUSE Peroxiredoxin-6 OS=Mus musculus GN=Prdx6 PE=1 SV=1;>sp|O08709|PRDX6_MOUSE Peroxiredoxin-6 OS=Mus musculus GN=Prdx6 PE=1 SV=3,5,8,8,8,43.3,43.3,43.3,0,22.19,8531834.494,8666007.675,8288478.038,8350276.926,8102896.715,5474865.147,5609427.986,5541000,5336416.278,5721640.348
Q543R4;Q00493,Q543R4;Q00493,Carboxypeptidase E,Cpe,>tr|Q543R4|Q543R4_MOUSE Carboxypeptidase E OS=Mus musculus GN=Cpe PE=1 SV=1;>sp|Q00493|CBPE_MOUSE Carboxypeptidase E OS=Mus musculus GN=Cpe PE=1 SV=2,2,16,16,16,35.5,35.5,35.5,0,44.839,10611784.68,10438700.2,10414615.26,10253662.52,10614008.01,6263298.772,6264604.565,5815200,5920377.639,5818075.252
Q5FWJ3;P20152;A0A0A6YWC8;A2AKJ2;D3YZ35;A0A0R4J036;P03995-2;P03995;P46660;P08553;P08551,Q5FWJ3;P20152;A0A0A6YWC8,Vimentin,Vim,>tr|Q5FWJ3|Q5FWJ3_MOUSE Vimentin OS=Mus musculus GN=Vim PE=1 SV=1;>sp|P20152|VIME_MOUSE Vimentin OS=Mus musculus GN=Vim PE=1 SV=3;>tr|A0A0A6YWC8|A0A0A6YWC8_MOUSE Vimentin OS=Mus musculus GN=Vim PE=1 SV=1,11,16,14,11,28.5,25.3,20.8,0,85.205,2956924.326,3064324.461,3083269.381,3136163.344,2993257.248,5619369.059,5671310.188,5946000,5955250.583,5833130.906
P58252;G3UXK8;REV__Q8CIM1;G3UZ34;Q543F1;A2AH85;O08810,P58252,Elongation factor 2,Eef2,>sp|P58252|EF2_MOUSE Elongation factor 2 OS=Mus musculus GN=Eef2 PE=1 SV=2,7,19,19,19,23.1,23.1,23.1,0,58.104,9320019.5,9499846.016,9031761.783,9126600.916,8897767.282,6336915.812,6029094.609,5975300,5900373.833,5835984.592
P08228,P08228,Superoxide dismutase [Cu-Zn],Sod1,>sp|P08228|SODC_MOUSE Superoxide dismutase [Cu-Zn] OS=Mus musculus GN=Sod1 PE=1 SV=2,1,8,8,8,53.9,53.9,53.9,0,46.463,6675908.07,6696489.059,6573492.786,6657210.184,6559098.219,6297230.865,5860731.313,5804300,5928293.583,5887744.551
A0A140T8N3;A0A075B666;A0A075B6D5;A0A0G2JFZ3,A0A140T8N3;A0A075B666,,,>tr|A0A140T8N3|A0A140T8N3_MOUSE Protein Igkv13-84 (Fragment) OS=Mus musculus GN=Igkv13-84 PE=4 SV=1;>tr|A0A075B666|A0A075B666_MOUSE Protein Igkv13-85 (Fragment) OS=Mus musculus GN=Igkv13-85 PE=4 SV=4,4,4,4,3,37.1,37.1,31.9,0,17.326,4075781.024,3994186.267,3951565.55,4015852.863,4062776.679,5625316.926,5705976.141,6012600,5979212.361,6031511.281
P20029,P20029,78 kDa glucose-regulated protein,Hspa5,>sp|P20029|GRP78_MOUSE 78 kDa glucose-regulated protein OS=Mus musculus GN=Hspa5 PE=1 SV=3,1,15,13,13,23.2,23.2,23.2,0,99.067,7342930.93,7203331.973,7444567.009,7296208.337,7594380.945,6106509.102,6019360.33,6004800,5982314.556,6079827.137
Q01853;D3Z0U5;A0A0R4J1S7;D6RGM7;D3Z4J2;A0A0G2JFY0;A0A0A0MQ80;Q9D3R6-3;Q8BJQ9;Q9D3R6;Q8C1F4;Q3UMC0,Q01853,Transitional endoplasmic reticulum ATPase,Vcp,>sp|Q01853|TERA_MOUSE Transitional endoplasmic reticulum ATPase OS=Mus musculus GN=Vcp PE=1 SV=4,12,19,19,19,19.6,19.6,19.6,0,78.295,10934252.68,10617290.01,10549813.88,10580275.32,10138847.85,6456263.173,6234706.422,6152400,6198291.472,6088781.807
P01647;P01645;P01644;P01648;P01646;A0A075B5L0;A0A140T8M1;P01643;A0A0G2JFY3;P04946,P01647;P01645;P01644;P01648;P01646;A0A075B5L0;A0A140T8M1;P01643,Ig kappa chain V-V region HP 124E1;Ig kappa chain V-V region HP 93G7;Ig kappa chain V-V region HP R16.7;Ig kappa chain V-V region HP 91A3;Ig kappa chain V-V region HP 123E6;Ig kappa chain V-V region MOPC 173,Igkv10-95,>sp|P01647|KV5AE_MOUSE Ig kappa chain V-V region HP 124E1 OS=Mus musculus PE=1 SV=1;>sp|P01645|KV5AC_MOUSE Ig kappa chain V-V region HP 93G7 OS=Mus musculus PE=1 SV=1;>sp|P01644|KV5AB_MOUSE Ig kappa chain V-V region HP R16.7 OS=Mus musculus PE=1 SV=1;>sp|P,10,4,4,3,36.1,36.1,29.6,0,9.5149,5047413.093,5157661.153,5077788.586,5005403.052,4985846.086,5582511.786,5784545.68,5936200,6121913.306,6113972.965
Q3TJY2;O88342;A0A0J9YU05,Q3TJY2;O88342,WD repeat-containing protein 1,Wdr1,>tr|Q3TJY2|Q3TJY2_MOUSE WD repeat domain 1 OS=Mus musculus GN=Wdr1 PE=1 SV=1;>sp|O88342|WDR1_MOUSE WD repeat-containing protein 1 OS=Mus musculus GN=Wdr1 PE=1 SV=3,3,17,17,17,30.4,30.4,30.4,0,54.585,8576008.193,8650286.741,8428615.422,8410279.656,8183453.669,5971463.274,6079057.287,6049100,6070887.556,6116531.442
